#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
127,Sun Sep 11 15:24:17 EDT 2022,86,0,A2MainClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,4,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest ,SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided , ,BasicMainTest-(25.0/25.0) DerivingMainTest-(10.0/10.0) InferringMainTest-(10.0/10.0) InterpolatingMainTest-(10.0/10.0) , ,
127,Sun Sep 11 15:24:17 EDT 2022,86,0,A2MainClassSuite,A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,4,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest ,SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided , ,BasicMainTest-(25.0/25.0) DerivingMainTest-(10.0/10.0) InferringMainTest-(10.0/10.0) InterpolatingMainTest-(10.0/10.0) , ,
128,Sun Sep 11 15:24:19 EDT 2022,95,9,A2GeneralStyle,A2CommonPropertiesInherited+ A2CommonSignaturesAreInherited+ A2Encapsulation+ A2InterfaceAsType+ A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,5,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(5.0/5.0) A2CommonSignaturesAreInherited-(5.0/5.0) A2Encapsulation-(3.0/3.0) A2InterfaceAsType-(5.0/5.0) A2NoHiddenFields-(2.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
128,Sun Sep 11 15:24:19 EDT 2022,95,9,A2GeneralStyle,A2CommonPropertiesInherited+ A2CommonSignaturesAreInherited+ A2Encapsulation+ A2InterfaceAsType+ A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,26,5,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(5.0/5.0) A2CommonSignaturesAreInherited-(5.0/5.0) A2Encapsulation-(3.0/3.0) A2InterfaceAsType-(5.0/5.0) A2NoHiddenFields-(2.0/2.0) A2NoStarImports-(2.0/2.0) A2NonPublicAccessModifiersMatched-(5.0/5.0) A2PackageDeclarations-(2.0/2.0) A2PublicMethodsOverride-(4.4/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
129,Sun Sep 11 15:26:12 EDT 2022,95,0,A2UtilityClassSuite,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(45.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
129,Sun Sep 11 15:26:12 EDT 2022,95,0,A2UtilityClassSuite,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,0,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest ,SafeSocializationTxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,CompareSafetyComputationsTest-(10.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(45.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(7.0/7.0) WekaFileSizeTest-(10.0/10.0) , ,
130,Sun Sep 11 15:26:17 EDT 2022,95,0,A2Modularity,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,1,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(5.0/5.0) DerivedPrintIsNotDirect-(2.0/2.0) InferredPrintIsNotDirect-(2.0/2.0) ModelReuse-(10.0/10.0) , ,
130,Sun Sep 11 15:26:17 EDT 2022,95,0,A2Modularity,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,1,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(5.0/5.0) DerivedPrintIsNotDirect-(2.0/2.0) InferredPrintIsNotDirect-(2.0/2.0) ModelReuse-(10.0/10.0) , ,
131,Sun Sep 11 15:26:19 EDT 2022,95,0,A2SourceCode,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,2,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(2.0/2.0) DerivingModelRegistersObserver-(2.0/2.0) InferringModelRegistersObserver-(2.0/2.0) InterpolatingModelRegistersObserver-(2.0/2.0) SocialDistanceControllerFetchesModelSingleton-(3.0/3.0) SocialDistanceControllerWritesModel-(2.0/2.0) SocialDistanceMainCallsControllerMethod-(3.0/3.0) SocialDistanceMainFetchesViewSingleton-(3.0/3.0) SocialDistanceMainSetsModelSingleton-(3.0/3.0) SocialDistanceViewISAPropertyListener-(2.0/2.0) , ,
131,Sun Sep 11 15:26:19 EDT 2022,95,0,A2SourceCode,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,2,true,BasicModelRegistersObserver DerivingModelRegistersObserver InferringModelRegistersObserver InterpolatingModelRegistersObserver SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceViewISAPropertyListener , , ,BasicModelRegistersObserver-(2.0/2.0) DerivingModelRegistersObserver-(2.0/2.0) InferringModelRegistersObserver-(2.0/2.0) InterpolatingModelRegistersObserver-(2.0/2.0) SocialDistanceControllerFetchesModelSingleton-(3.0/3.0) SocialDistanceControllerWritesModel-(2.0/2.0) SocialDistanceMainCallsControllerMethod-(3.0/3.0) SocialDistanceMainFetchesViewSingleton-(3.0/3.0) SocialDistanceMainSetsModelSingleton-(3.0/3.0) SocialDistanceViewISAPropertyListener-(2.0/2.0) , ,
132,Sun Sep 11 15:26:20 EDT 2022,95,0,FactoriesSuite,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest ,A2PublicMethodsOverride ,F21A2NoCheckstyleWarnings , ,27,3,true,ClassifierFactoryTest ControllerFactoryTest ModelFactoryTest ViewFactoryTest , , ,ClassifierFactoryTest-(3.0/3.0) ControllerFactoryTest-(2.0/2.0) ModelFactoryTest-(3.0/3.0) ViewFactoryTest-(2.0/2.0) , ,
